,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
M449,2,69,187,649,445,304,382,1655,343,55,40,9695,89,18,527,820,15485,2,2,7,451.0,69,285,86,71,92,1459,274,1958,2.0,10,233,4.0,11,188,579,283,1,67,184,8,M449,303,812,83,9.0,113,398,9131,67,1.0,17368,171
M459,3,89,663,872,572,376,382,1495,341,50,40,8134,89,30,763,660,15118,2,0,11,451.0,89,507,284,67,185,2039,287,2489,2.0,6,234,0.0,221,228,777,782,0,1,8,217,M459,303,827,166,138.0,175,391,6851,103,1.0,17216,196
M460,2,115,254,879,743,465,354,1428,343,54,40,8468,89,414,697,736,15379,2,30,10,337.0,115,400,309,69,115,2345,312,2145,2.0,182,234,4.0,89,87,183,393,1,282,529,86,M460,303,991,212,91.0,137,396,7017,121,1.0,17376,177
M475,1,122,138,874,572,22,359,1271,331,41,37,6305,89,7,525,573,10682,2,21,1,338.0,122,178,304,62,41,803,154,1307,2.0,87,232,129.0,24,37,89,87,0,9,52,23,M475,303,495,12,0.0,149,372,5830,111,0.0,12432,176
M489,2,71,342,893,820,24,360,6266,342,51,40,7453,89,32,798,1008,18667,2,85,67,429.0,71,353,303,69,194,1995,325,1988,4469.0,142,234,4.0,27,139,299,284,1,106,502,24,M489,303,739,56,7.0,123,393,6565,111,1.0,20613,197
M500,3,161,1070,741,839,24,329,4149,344,58,39,9469,89,528,1554,189,21395,2,2,25,3.0,161,816,214,72,1116,3714,339,3161,3628.0,6,233,4.0,478,345,954,374,1,86,634,474,M500,303,889,75,12.0,466,401,7022,320,1.0,23812,135
M519,3,165,422,704,411,22,382,1497,337,45,39,6482,89,44,250,661,12894,2,222,15,452.0,165,279,136,65,177,1565,272,2480,2.0,6,233,0.0,7,194,515,147,0,433,23,3,M519,303,1211,56,123.0,220,382,5922,115,1.0,14755,176
M520,2,104,202,783,736,115,376,1493,342,52,40,8037,89,421,440,631,13782,2,29,17,484.0,104,438,179,69,146,1806,327,1560,2.0,150,233,81.0,111,60,121,294,1,105,857,108,M520,303,587,24,8.0,108,394,6794,109,1.0,15814,211
M529,2,97,293,801,612,286,406,1393,341,52,39,7723,89,17,561,625,13565,2,2,70,360.0,97,342,178,69,93,1822,327,1730,2.0,169,233,147.0,15,142,350,337,1,57,482,12,M529,303,576,165,11.0,181,394,6617,109,1.0,15501,231
M531,2,123,364,843,812,330,367,3295,341,50,40,7327,89,25,486,593,17254,2,320,6,161.0,123,273,273,68,159,2409,264,3257,2174.0,10,234,4.0,9,419,1116,811,1,42,448,6,M531,303,1032,33,5.0,293,391,6176,104,1.0,19118,177
M542,7,111,589,975,646,443,464,1650,341,51,40,8609,89,145,635,723,15585,2,0,4,462.0,111,317,405,67,474,2367,294,1873,2.0,6,234,220.0,24,231,462,338,1,389,79,15,M542,303,472,209,2.0,292,392,7037,176,1.0,17494,178
M543,3,67,247,669,618,388,427,1464,343,54,40,8915,89,77,318,621,15098,2,0,9,414.0,67,352,130,70,323,2243,347,1741,2.0,363,233,0.0,5,436,560,328,0,99,755,2,M543,303,390,111,9.0,162,398,7588,116,1.0,17049,147
M544,2,73,313,635,1227,544,368,2715,340,50,39,7550,89,52,864,707,16138,2,2,14,279.0,73,280,108,68,128,2245,266,2920,1361.0,10,233,4.0,14,246,547,470,1,45,231,12,M544,303,947,161,6.0,192,389,6581,130,1.0,18008,134
M545,1,94,489,1099,611,311,427,1624,342,50,40,10787,89,89,588,782,17347,2,2,6,414.0,94,277,587,67,97,1736,269,2007,2.0,31,235,304.0,8,253,718,574,1,24,69,6,M545,303,439,108,3.0,237,391,9475,103,1.0,19215,119
M550,1,167,184,1045,492,109,381,1671,342,52,40,10939,89,406,799,936,18156,2,2,26,352.0,167,571,472,67,77,1971,278,2363,2.0,10,235,4.0,293,167,586,780,1,247,464,291,M550,303,1102,256,5.0,179,394,9275,105,1.0,20321,181
M560,2,111,441,620,918,318,354,2780,338,48,39,7659,89,11,736,812,16356,2,0,370,361.0,111,462,225,67,155,2171,254,3015,1253.0,192,233,0.0,209,157,333,326,0,250,269,206,M560,303,786,113,697.0,280,386,6393,99,1.0,18405,2
M565,1,229,165,1018,37,23,382,1655,336,44,39,16959,89,407,29,820,23725,2,2,423,451.0,229,262,454,64,94,770,254,3094,2.0,842,233,4.0,8,473,1591,1378,1,20,58,6,M565,303,1346,64,2.0,118,380,13638,108,1.0,25567,171
M570,2,132,125,655,816,538,376,2264,339,48,39,7315,89,512,782,629,14129,2,79,71,279.0,132,360,110,67,178,1794,262,1968,980.0,9,233,4.0,98,103,273,567,1,37,131,95,M570,303,716,176,4.0,160,388,5695,101,1.0,16077,152
M575,3,202,563,717,843,144,412,1032,345,53,41,8269,89,1633,478,427,15183,2,0,108,191.0,202,577,279,70,283,1379,294,3584,2.0,184,234,121.0,283,105,355,229,0,18,70,279,M575,303,1293,314,155.0,939,398,5157,239,1.0,17358,46
M580,2,126,491,717,561,328,354,1388,343,54,40,8713,89,47,756,805,15874,2,2,7,228.0,126,426,157,70,132,2313,329,2617,2.0,130,233,156.0,96,240,381,352,1,64,431,93,M580,303,788,289,668.0,219,397,7491,108,1.0,17896,167
M586,4,73,266,897,1758,619,374,10130,347,59,40,10286,89,726,1330,23,33845,2,0,457,0.0,73,371,320,73,340,5795,362,6663,9734.0,5,234,0.0,9,646,2228,2242,1,2236,698,4,M586,303,922,69,1498.0,258,405,6317,130,1.0,35821,184
M600,2,148,203,854,933,110,433,1714,342,50,40,6924,89,35,697,828,13431,2,36,11,451.0,148,346,271,68,128,1704,276,2087,2.0,83,234,64.0,70,68,169,314,1,259,331,67,M600,303,843,43,6.0,136,392,6142,104,1.0,15369,191
M605,2,138,272,800,38,913,511,1353,338,49,38,8668,89,59,1148,617,17123,2,2,11,223.0,138,281,234,67,272,3236,264,2928,2.0,10,233,4.0,17,355,1194,273,1,162,384,14,M605,303,1460,65,8.0,228,387,7841,134,1.0,18991,174
M615,3,83,406,658,1403,176,478,1266,345,54,41,8721,89,408,624,588,15792,2,0,1,198.0,83,325,106,71,181,2374,264,2690,2.0,20,233,0.0,62,150,375,255,0,388,629,59,M615,303,595,85,7.0,310,399,7621,149,1.0,17716,160
M620,4,113,170,778,745,180,364,1484,342,53,39,8388,89,420,593,697,14775,2,34,30,423.0,113,402,196,69,154,2086,355,1925,2.0,126,233,48.0,47,76,118,314,1,260,773,42,M620,304,941,183,8.0,114,394,6975,139,1.0,16771,190
M625,2,81,333,868,864,200,376,1257,344,54,40,8182,89,442,697,710,14678,2,40,68,171.0,81,321,251,70,222,2297,283,1993,2.0,71,234,56.0,37,62,160,351,1,329,636,35,M625,303,715,188,133.0,122,398,6666,118,1.0,16597,225
M630,2,137,209,821,661,52,328,1405,339,49,39,7702,89,11,466,742,12981,2,50,17,333.0,137,178,234,67,215,1350,168,1566,2.0,91,233,77.0,10,71,145,219,0,244,259,8,M630,303,634,95,5.0,122,389,6861,117,1.0,14748,194
M655,2,76,454,736,556,444,439,1347,344,55,40,8184,89,18,763,793,14341,2,2,136,114.0,76,430,187,71,159,2264,284,1735,2.0,158,233,149.0,146,152,370,562,1,70,379,143,M655,303,656,317,11.0,142,399,6477,208,1.0,16370,156
M690,2,880,3550,824,3443,413,411,3480,351,60,42,10744,89,413,5450,905,40166,2,1289,8,238.0,880,443,68,75,416,13643,294,10594,1927.0,17,234,4.0,150,1478,4418,1486,1,1276,187,147,M690,303,2581,285,10.0,142,412,8005,111,1.0,42221,364
M896,3,76,115,986,37,23,418,1243,344,63,39,9714,89,329,463,678,16361,2,329,8,147.0,76,304,277,71,87,2572,289,1769,0.0,5,234,4.0,15,358,986,911,1,114,1169,11,M896,303,514,83,17.0,216,407,8236,53,1.0,18272,317
M009,2,92,116,1319,327,197,453,1204,331,51,37,7913,89,524,247,533,15385,3,4,80,218.0,92,270,286,61,177,3504,262,1352,0.0,32,233,0.0,8,146,396,501,0,595,2199,6,M009,303,504,23,11.0,114,382,6505,71,0.0,17237,640
M044,4,121,544,1487,1039,967,698,1608,350,66,41,10987,89,603,1624,734,27696,3,419,770,176.0,121,698,275,74,267,8431,332,5061,0.0,14,234,4.0,366,434,1247,635,1,1317,3127,361,M044,303,1414,101,837.0,524,416,8511,81,1.0,30009,820
M054,3,100,150,1171,470,21,458,1360,331,46,37,7191,89,18,124,662,12782,3,26,149,240.0,100,281,558,61,81,1654,266,1305,0.0,157,233,0.0,15,171,287,258,0,266,896,12,M054,303,286,92,150.0,112,377,6334,102,0.0,14641,221
M075,2,105,97,1217,431,33,418,1182,340,57,40,8774,89,68,158,560,14603,3,4,8,205.0,105,283,480,66,84,1767,273,1558,0.0,189,234,0.0,10,107,321,494,0,477,892,8,M075,303,709,40,7.0,91,397,7780,112,1.0,16484,344
M076,4,102,346,2243,755,144,394,1711,341,57,40,7939,89,31,109,944,17245,3,185,405,373.0,102,333,1086,66,228,3493,313,1758,0.0,9,235,1.0,20,154,473,473,1,521,2034,15,M076,304,410,15,7.0,113,397,6712,65,1.0,19176,765
M084,2,104,98,1671,665,209,493,1623,339,55,39,8466,89,298,455,901,16253,3,6,416,229.0,104,303,742,65,138,2536,282,1853,0.0,9,235,4.0,21,191,453,701,1,484,1094,19,M084,303,622,32,6.0,107,394,6799,69,1.0,18151,537
M087,4,104,35,1086,334,21,392,956,332,53,37,7339,89,145,166,434,12945,3,4,135,130.0,104,290,262,63,93,2487,281,973,0.0,20,233,0.0,9,90,218,150,0,367,1804,5,M087,303,303,16,10.0,107,386,6687,93,0.0,14820,432
M145,5,271,244,2299,731,390,554,1885,343,60,40,11521,89,423,277,978,22694,3,6,742,354.0,271,579,843,68,65,4409,321,2308,0.0,10,235,1.0,258,194,472,895,1,916,2383,253,M145,304,968,14,11.0,125,403,9273,98,1.0,24875,1063
M149,3,183,303,1917,785,414,356,896,341,54,40,9921,89,46,374,114,18834,3,163,593,426.0,183,453,969,67,340,3754,376,2163,0.0,44,235,0.0,77,294,770,1064,0,827,1381,74,M149,303,436,66,16.0,155,396,7591,178,1.0,20883,556
M163,2,79,123,1740,266,132,380,1245,339,56,39,9047,89,22,436,640,16080,3,112,184,225.0,79,319,629,66,67,2916,271,1053,0.0,213,234,0.0,48,93,356,707,0,572,1449,45,M163,303,318,29,14.0,99,395,7735,90,1.0,17995,719
M165,3,141,162,1636,481,97,396,1131,343,60,40,9180,89,69,265,556,16271,3,4,206,179.0,141,286,681,68,86,2232,279,1952,0.0,13,235,0.0,6,153,304,539,0,633,919,3,M165,303,881,4,155.0,130,403,8140,123,1.0,18160,563
M166,3,107,102,1665,61,87,335,1262,332,52,37,7803,89,85,231,675,14654,3,4,413,252.0,107,568,468,62,100,2671,546,1147,0.0,6,233,0.0,22,139,342,318,0,248,1860,18,M166,303,282,16,9.0,452,384,6771,93,0.0,16806,804
M180,2,131,513,1160,705,21,352,1347,339,50,40,9209,89,235,359,744,15835,3,114,388,251.0,131,264,731,65,143,2225,256,1763,0.0,170,235,0.0,8,137,379,1233,0,305,775,5,M180,303,487,28,4.0,187,389,6946,66,1.0,17688,37
M185,2,302,201,1901,656,596,462,2320,343,59,40,11884,89,34,1092,1533,23490,3,4,536,325.0,302,668,729,68,483,4465,265,2618,0.0,6,235,0.0,402,351,961,845,0,481,1740,400,M185,306,755,62,6.0,240,402,9847,70,1.0,25760,777
M191,2,63,155,1571,738,226,452,1798,341,54,40,9800,89,54,472,1071,17981,3,6,661,275.0,63,358,690,67,98,3035,345,1714,0.0,10,235,4.0,13,176,388,469,1,643,1357,10,M191,303,461,142,24.0,104,395,8292,71,1.0,19934,488
M199,4,149,91,912,440,65,442,1246,332,52,37,7848,89,33,208,540,15674,3,4,200,264.0,149,291,226,62,292,4251,279,1268,0.0,169,232,0.0,11,119,282,242,0,525,3239,8,M199,303,394,21,47.0,105,384,6825,67,0.0,17549,294
M208,2,70,436,2437,749,202,328,698,345,63,40,12087,89,132,197,182,22064,3,6,8,188.0,70,315,1171,70,111,4086,305,2687,0.0,10,235,4.0,10,327,987,874,1,744,2174,7,M208,303,679,322,13.0,259,408,10557,69,1.0,23987,874
M241,2,120,677,1438,661,363,458,1613,345,59,40,14707,89,531,550,868,25334,3,4,726,287.0,120,294,670,70,805,5132,281,2323,0.0,8,235,0.0,13,310,914,1902,0,1508,1721,10,M241,306,519,31,9.0,220,404,10483,222,1.0,27232,373
M242,2,140,144,2785,5,259,492,1736,343,60,40,11625,89,55,318,927,22315,3,372,524,317.0,140,273,1103,68,117,4137,268,1893,0.0,7,235,0.0,6,358,903,1313,2,482,2203,1,M242,306,835,8,8.0,142,403,9527,73,1.0,24192,1287
M243,2,75,206,801,37,359,453,1364,330,45,37,9002,89,20,269,693,14960,3,6,7,218.0,75,407,285,60,96,1934,260,1784,0.0,10,233,4.0,147,306,1091,284,1,47,741,144,M243,303,556,22,8.0,91,375,8458,100,0.0,16942,124
M245,4,110,50,853,9,140,698,1382,331,47,37,6424,89,19,332,508,10985,3,4,3,176.0,110,272,273,61,73,1219,267,997,0.0,6,232,0.0,5,196,529,112,0,39,458,1,M245,303,315,27,5.0,139,378,6083,101,0.0,12835,188
M246,5,283,268,777,13,58,396,1130,357,70,43,16202,89,28,48,555,29426,3,4,3,179.0,283,322,237,78,86,4095,316,6939,0.0,7,235,0.0,6,1455,3949,2014,0,103,2159,1,M246,303,2717,57,16.0,244,426,13931,76,1.0,31374,148
M247,4,278,573,1338,775,21,493,1463,346,60,40,8253,89,476,464,741,16127,3,4,4,229.0,278,308,733,70,539,2157,293,2638,0.0,6,235,0.0,15,398,1122,314,0,75,621,10,M247,303,564,182,10.0,168,406,6564,169,1.0,18040,212
M250,3,162,75,994,37,23,418,1322,344,60,40,10819,89,78,990,700,18826,3,6,10,205.0,162,334,481,70,232,4015,288,1514,0.0,10,235,4.0,47,440,1235,1693,1,109,2372,43,M250,303,33,88,20.0,189,405,8600,104,1.0,20765,120
M256,3,88,548,1861,822,220,360,1715,345,60,40,8681,89,30,463,1104,19795,3,6,351,251.0,88,383,563,70,84,3659,358,3792,0.0,9,235,4.0,26,361,1100,345,1,110,1952,22,M256,303,426,47,1279.0,165,405,7723,88,1.0,21783,905
M258,4,220,303,1575,693,219,360,1555,344,58,40,9043,89,76,308,944,17570,3,274,276,251.0,220,340,598,69,111,3298,285,1880,0.0,6,235,0.0,54,267,863,599,0,76,1850,50,M258,303,168,74,21.0,134,401,7797,104,1.0,19511,585
M283,3,79,448,644,369,440,347,1669,340,52,39,6344,89,253,888,700,12749,3,6,132,621.0,79,317,68,69,125,2219,307,1795,2.0,10,233,4.0,10,167,576,542,1,66,205,6,M283,303,347,100,298.0,205,392,5069,109,1.0,14658,184
M299,2,108,505,959,1119,27,347,1670,343,55,39,7368,89,40,1175,700,16671,3,6,11,621.0,108,366,330,70,226,2490,348,4076,2.0,213,234,4.0,18,184,556,419,1,78,514,15,M299,303,1652,131,384.0,365,398,6203,122,1.0,18635,236
M307,4,153,702,839,359,1532,347,1509,343,55,40,6678,89,139,480,540,14025,3,4,17,621.0,153,369,238,70,272,3284,363,1563,2.0,6,233,0.0,6,182,740,342,0,60,324,2,M307,303,307,91,11.0,146,398,5706,104,1.0,15992,209
M333,2,143,44,1426,471,27,360,1554,332,48,37,8202,89,165,170,944,17101,3,4,56,251.0,143,295,292,62,77,4402,271,1373,0.0,7,233,0.0,23,96,338,360,0,520,3541,21,M333,303,456,40,8.0,100,380,7428,71,0.0,18976,742
M334,1,119,111,1420,308,23,698,1542,328,41,37,6301,89,357,204,668,11880,3,6,6,176.0,119,323,273,59,263,859,254,1639,0.0,9,232,4.0,69,149,352,337,1,27,339,67,M334,303,712,9,2.0,264,370,5206,111,0.0,13772,755
M402,4,51,460,853,5,22,395,1194,345,58,39,14193,89,62,985,481,23036,3,4,2,316.0,51,373,284,72,1997,2540,367,4204,2.0,32,234,0.0,6,417,2194,985,0,80,573,1,M402,303,1893,3,11.0,101,403,10912,201,1.0,25011,177
M403,4,60,308,810,72,21,395,1194,343,56,39,13954,89,786,60,481,21141,3,4,470,316.0,60,370,260,71,1353,1396,359,3727,2.0,7,233,0.0,10,16,2011,486,1,71,916,5,M403,303,1515,180,21.0,109,399,10448,224,1.0,23110,157
M404,3,83,342,855,72,779,395,1194,341,50,40,10980,89,133,44,481,17309,3,4,0,316.0,83,358,262,68,1778,1812,349,2385,2.0,28,234,0.0,8,507,1684,777,1,36,100,4,M404,303,360,42,5.0,265,392,8042,179,1.0,19259,201
M415,2,150,446,1341,1537,918,378,1737,346,55,40,10014,89,39,650,937,19816,3,160,96,421.0,150,302,688,71,58,3641,277,2932,2.0,212,235,191.0,25,230,428,431,1,73,1163,22,M415,303,728,103,9.0,230,401,8803,83,1.0,21719,261
M421,2,53,428,1225,37,23,698,1542,346,61,41,12618,89,164,1651,668,22831,3,6,743,176.0,53,366,265,72,986,3466,357,3926,0.0,15,234,4.0,10,924,2706,696,1,106,328,6,M421,303,623,53,13.0,547,407,9478,480,1.0,24804,568
M470,2,93,237,790,675,226,395,1354,345,55,41,7868,89,429,547,641,13679,3,25,178,317.0,93,360,270,71,53,1799,282,1774,2.0,92,234,4.0,78,15,181,227,1,395,354,75,M470,303,773,114,7.0,137,400,6683,90,1.0,15639,128
M479,2,93,317,658,163,23,401,2422,332,43,37,6118,89,16,337,381,11355,3,4,2,235.0,93,253,99,63,93,1132,249,931,1406.0,22,232,0.0,4,84,225,152,0,19,349,2,M479,303,408,17,4.0,130,375,5710,105,0.0,13182,166
M485,1,113,243,733,756,47,355,1767,331,42,37,7480,89,58,460,781,12702,3,6,7,630.0,113,304,154,62,79,910,254,1698,2.0,43,232,81.0,50,50,119,161,1,28,77,48,M485,303,715,49,3.0,106,373,6897,106,0.0,14579,187
M492,3,120,624,877,759,590,347,1668,343,53,40,9976,89,54,806,699,17906,3,152,208,621.0,120,320,281,70,163,3180,310,2086,2.0,10,233,150.0,10,128,503,624,1,66,816,6,M492,303,712,115,9.0,102,396,8489,161,1.0,19822,204
M494,2,86,522,1046,403,211,347,1669,344,54,40,6509,89,49,657,699,14633,3,6,10,621.0,86,519,401,70,98,2885,510,2438,2.0,10,234,56.0,9,155,411,406,1,581,754,6,M494,303,808,113,574.0,244,398,5662,103,1.0,16750,253
M505,4,93,869,744,907,176,361,1793,344,55,40,10495,89,442,898,1015,18098,3,119,304,415.0,93,314,225,71,458,2765,294,2207,2.0,217,233,171.0,20,152,428,600,0,61,490,16,M505,303,546,261,223.0,103,400,7929,113,1.0,20011,127
M541,1,91,426,887,451,192,347,1669,337,46,39,6758,89,18,867,699,13097,3,6,7,621.0,91,341,262,65,70,1894,330,1798,2.0,14,233,74.0,11,202,532,431,1,142,59,9,M541,303,364,47,281.0,170,383,5993,104,1.0,15021,232
M859,3,79,83,1049,9,21,328,4970,328,41,37,9946,89,131,13,22,17997,3,4,2,0.0,79,260,218,59,137,168,256,1785,4620.0,12,232,0.0,4,24,1295,218,0,8,15,1,M859,303,339,1,0.0,142,370,9338,107,0.0,19827,438
M860,2,64,352,731,409,447,378,1737,343,54,40,7161,89,48,794,937,14882,3,6,33,421.0,64,355,129,71,168,3071,346,2118,2.0,9,233,4.0,9,425,537,423,1,77,970,6,M860,303,663,9,374.0,135,398,6279,188,1.0,16835,210
M862,4,125,281,832,881,30,396,1130,337,52,39,7004,89,67,375,555,12429,3,4,205,179.0,125,281,215,65,181,1202,274,2138,0.0,6,233,0.0,7,295,712,305,0,51,166,3,M862,303,269,92,137.0,137,389,6056,92,1.0,14299,224
M007,3,69,137,1290,353,85,466,1671,341,52,40,8412,89,16,286,793,14752,4,0,478,412.0,69,323,618,66,59,1613,313,1698,0.0,5,235,0.0,10,134,467,653,0,438,533,7,M007,303,626,14,152.0,98,392,7119,67,1.0,16667,280
M012,2,90,204,1214,314,155,486,1534,336,45,39,6153,89,498,302,681,11503,4,146,4,367.0,90,264,471,62,239,1083,261,1428,0.0,6,234,0.0,4,149,487,319,2,17,110,0,M012,303,509,3,1.0,118,381,4951,133,1.0,13348,351
M013,3,102,538,1096,37,810,399,1623,344,61,40,10090,89,41,1126,932,20074,4,266,525,291.0,102,513,375,71,148,5719,462,1445,0.0,10,234,4.0,51,209,700,1093,1,1239,1530,47,M013,303,543,35,14.0,151,405,8165,69,1.0,22193,328
M037,4,284,459,2923,5,23,331,597,343,63,39,9880,89,23,55,22,17899,4,0,260,243.0,284,1018,658,69,451,2551,1001,1665,0.0,5,235,0.0,17,143,1032,460,0,88,1784,13,M037,303,253,27,12.0,363,406,8529,125,1.0,20524,1873
M038,4,92,255,2023,570,145,417,1531,347,65,41,12254,89,138,428,825,20929,4,224,848,289.0,92,312,841,71,235,2947,306,2082,0.0,53,236,0.0,6,253,680,1243,0,597,1047,1,M038,303,707,23,10.0,115,412,9638,77,1.0,22853,790
M045,3,77,256,1445,1378,337,479,1639,347,62,40,11875,89,934,712,891,21077,4,229,434,268.0,77,352,622,71,498,3162,289,2880,0.0,140,235,4.0,63,249,651,1492,1,548,831,59,M045,303,706,94,15.0,130,409,8186,92,1.0,23037,430
M050,2,87,285,2178,722,149,512,2477,347,60,41,12679,89,318,602,1345,22831,4,2,837,620.0,87,388,937,71,263,3350,354,2061,0.0,282,235,4.0,34,167,502,1417,1,639,1507,30,M050,303,633,112,13.0,191,407,9369,77,1.0,24826,849
M057,3,124,498,1448,703,198,369,1262,344,56,40,8514,89,272,384,586,15504,4,0,168,307.0,124,293,729,68,315,2759,265,1396,0.0,63,235,0.0,28,158,314,318,1,286,1235,24,M057,303,232,5,10.0,137,400,7217,156,1.0,17397,327
M072,3,157,133,1513,182,157,389,1403,345,62,40,10730,89,25,426,784,17706,4,0,843,231.0,157,421,748,69,108,2703,411,1200,0.0,13,236,0.0,10,147,359,862,0,656,1185,6,M072,303,527,21,9.0,123,407,8790,68,1.0,19734,372
M083,2,169,242,1591,378,163,491,1228,341,55,40,8267,89,297,129,536,14744,4,0,403,200.0,169,283,928,66,174,2157,265,1332,0.0,26,235,0.0,18,314,477,405,0,526,782,15,M083,303,138,17,237.0,101,396,6843,101,1.0,16624,271
M096,3,99,147,1788,588,411,373,1374,344,56,40,9457,89,24,532,766,16530,4,0,654,234.0,99,272,761,69,89,2482,263,1330,0.0,240,235,0.0,8,224,374,252,1,472,696,5,M096,303,228,226,8.0,132,400,7884,87,1.0,18402,634
M101,4,292,674,1289,2092,1383,479,1699,359,73,43,13795,89,459,30,895,34644,4,990,814,326.0,292,2074,629,79,301,10270,327,7298,0.0,4,236,4.0,1747,1208,3824,600,1,2907,3078,1743,M101,303,902,357,23.0,456,431,11209,49,1.0,38349,267
M102,5,84,278,2286,562,338,441,1982,349,69,40,13720,89,35,432,1109,24841,4,0,1154,431.0,84,426,963,73,119,4840,314,1930,0.0,6,236,0.0,112,379,684,985,1,1177,2235,106,M102,303,503,119,16.0,165,418,11227,75,1.0,26885,931
M108,3,161,219,1235,474,23,385,1155,344,55,40,9129,89,75,310,606,14736,4,0,398,163.0,161,267,661,68,60,1715,261,1341,0.0,191,235,0.0,6,129,324,658,1,491,542,2,M108,303,430,150,7.0,105,398,7489,107,1.0,16601,181
M112,4,138,257,3158,487,44,464,2754,346,65,40,11695,89,202,862,1808,33420,4,0,787,483.0,138,357,900,71,214,13735,341,1939,0.0,402,235,0.0,16,352,675,1226,1,924,11295,11,M112,303,663,88,13.0,102,412,8708,68,1.0,35388,1866
M117,2,372,1762,2884,1285,1040,486,1736,354,67,43,18630,89,736,1211,883,40071,4,2,1276,367.0,372,478,752,76,620,10663,458,5786,0.0,47,236,4.0,19,540,1547,3609,1,1206,4901,16,M117,303,998,608,22.0,1934,421,11484,246,1.0,42170,1739
M146,5,52,102,3447,636,229,377,1716,350,71,40,10461,89,76,575,971,25976,4,0,343,368.0,52,432,1008,74,152,8464,352,1835,0.0,191,236,0.0,80,168,431,660,0,1541,5850,75,M146,303,615,116,18.0,136,421,8826,97,1.0,28030,2047
M155,4,97,273,1698,377,423,351,1648,345,63,40,10513,89,30,312,953,19708,4,0,456,344.0,97,317,779,69,251,4039,306,1713,0.0,318,235,0.0,11,110,528,663,0,734,2186,7,M155,303,671,63,10.0,127,408,8617,114,1.0,21633,526
M171,2,118,86,1294,506,23,382,1203,342,53,40,9249,89,92,197,600,15133,4,0,312,221.0,118,262,701,67,57,1773,257,1496,0.0,13,235,0.0,5,277,341,485,0,443,746,2,M171,303,371,103,185.0,93,394,8118,69,1.0,16989,200
M182,2,107,345,972,369,405,491,1201,342,56,41,8400,89,14,257,509,14200,4,0,212,200.0,107,282,513,66,173,2039,269,1482,0.0,14,235,0.0,13,161,492,697,0,25,848,11,M182,303,177,30,278.0,166,398,7151,111,1.0,16081,67
M206,4,155,343,2072,668,152,331,597,348,65,41,9338,89,583,719,22,25113,4,85,248,243.0,155,386,741,71,425,10264,339,2688,0.0,7,236,0.0,47,311,934,1546,0,1127,7528,42,M206,303,969,29,10.0,106,412,6423,76,1.0,27111,938
M224,1,79,195,818,612,24,386,1510,335,47,39,9144,89,509,729,869,14984,4,2,213,255.0,79,338,215,63,653,1407,330,2027,0.0,98,233,4.0,8,325,875,367,1,42,90,6,M224,303,414,25,4.0,121,383,7078,197,1.0,16905,211
M372,3,48,694,2878,793,345,486,1694,348,66,40,10216,89,44,637,841,21297,4,2,69,367.0,48,467,742,73,854,3932,364,2529,0.0,43,234,4.0,102,33,1014,2411,1,134,2087,99,M372,303,563,179,23.0,136,413,6543,69,1.0,23377,1743
M375,3,75,410,1846,745,276,479,1699,347,64,41,11345,89,60,334,895,20548,4,2,921,326.0,75,343,673,70,129,3134,329,2449,0.0,540,235,4.0,14,286,704,881,4,86,1739,6,M375,303,686,2,13.0,300,410,8689,119,1.0,22501,781
M377,3,40,337,987,37,548,386,1510,345,62,40,12018,89,170,730,869,19340,4,2,402,255.0,40,374,210,71,447,2451,356,2334,0.0,7,233,4.0,17,43,1635,342,1,108,682,14,M377,303,449,113,15.0,199,406,10463,69,1.0,21320,384
M381,3,153,903,1551,37,585,486,1694,346,63,40,15126,89,105,585,841,24701,4,2,783,367.0,153,368,759,72,554,3727,358,2449,0.0,32,235,4.0,10,53,1338,2108,1,112,1487,6,M381,303,868,128,36.0,170,409,11285,128,1.0,26678,400
M406,4,56,463,2039,72,23,466,1671,347,60,41,16295,89,153,45,793,30052,4,0,842,412.0,56,373,622,71,3037,3709,363,6282,0.0,11,236,0.0,10,1270,3622,1319,1,77,1832,4,M406,303,2281,2,12.0,296,408,10845,85,1.0,32032,1025
