,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
M489,91,375,850,871,128,514,6983,383,75,6773,65,41,902,933,18836,2,104,64,546,91,269,226,86,56,2234,243,1905,4991.0,132,263,2,26,99,310,136,0,130,498,26,M489,308,571,62,14,140,458,6215,65,1.0,20708,251
M500,200,752,865,609,26,506,2027,390,92,11212,65,605,595,946,21887,2,1,18,567,200,373,284,92,444,3215,336,4368,8.0,15,265,2,37,293,974,2438,0,621,926,37,M500,308,1302,1038,13,1469,482,6287,363,1.0,23887,208
M507,142,314,1065,65,711,512,1281,383,78,10153,65,181,936,568,19130,2,1,2,195,142,388,304,86,2079,2446,366,4042,6.0,33,263,2,23,217,1725,1274,0,66,202,22,M507,308,2170,85,9,74,461,6425,71,1.0,21123,388
M519,106,442,773,425,35,243,1394,371,56,7136,65,103,152,687,12791,2,203,1,459,106,425,173,77,170,1407,372,1975,6.0,22,261,2,53,164,476,101,0,371,40,53,M519,308,974,60,2,98,427,6604,73,0.0,14788,227
M520,108,194,783,803,179,248,1477,387,83,8761,96,520,569,638,14918,2,27,7,585,108,444,153,89,118,2109,267,1679,6.0,140,265,102,177,58,135,358,0,278,805,177,M520,308,651,109,17,73,470,7308,100,1.0,16976,226
M529,100,179,876,841,319,241,1086,385,79,7653,65,48,717,485,13256,2,1,7,355,100,438,235,87,244,1820,278,1720,6.0,177,264,2,161,132,344,234,0,55,418,160,M529,308,404,160,11,121,463,6683,97,1.0,15302,268
M531,150,457,1111,867,497,272,3353,382,72,6453,361,67,573,520,16396,2,388,1,150,150,289,270,85,300,2520,264,2809,2410.0,21,264,2,25,236,1130,187,0,44,325,24,M531,308,634,22,2,176,454,5748,104,1.0,18283,173
M542,84,672,1086,902,370,398,1700,385,81,9153,65,543,767,764,16707,2,1,3,533,84,289,512,86,243,2514,266,2170,6.0,22,265,201,22,112,459,380,0,394,199,22,M542,308,384,249,1,423,466,7381,131,1.0,18606,201
M543,154,269,647,75,343,493,1595,385,80,9941,65,776,367,675,15825,2,1,148,422,154,398,131,87,87,1840,359,1648,6.0,83,264,2,39,123,555,542,0,119,618,39,M543,308,624,157,298,94,465,8088,57,1.0,17832,143
M544,96,409,740,956,540,298,2685,386,79,8810,65,535,1440,618,17991,2,1,11,318,96,310,193,87,118,2862,288,2799,1451.0,22,265,2,23,319,617,561,0,52,100,22,M544,308,1094,176,5,127,464,7266,118,1.0,19911,174
M545,95,273,949,583,316,493,1595,385,78,10518,65,49,625,675,16565,2,1,2,422,95,199,465,86,84,1600,176,1807,6.0,21,265,279,23,223,669,548,0,40,123,23,M545,308,408,92,4,143,463,9361,81,1.0,18372,111
M550,90,232,999,969,173,232,1435,385,81,11519,65,503,875,829,19059,2,1,8,369,90,837,446,86,74,2225,293,2790,6.0,21,265,2,544,203,619,996,0,298,443,544,M550,308,1112,301,2,88,467,9523,91,1.0,21507,180
M551,128,288,981,398,588,163,1828,387,82,10023,65,82,601,50,17032,2,1,153,6,128,391,408,88,298,2085,363,1987,1609.0,269,265,2,28,144,538,535,0,63,401,28,M551,308,840,46,8,203,469,8542,96,1.0,19036,200
M560,127,340,451,967,453,358,3683,372,59,8433,102,41,970,1198,17922,2,1,459,455,127,398,35,78,158,2559,299,2669,1672.0,237,260,2,99,283,369,213,0,192,320,99,M560,308,769,92,434,130,431,7175,56,0.0,19895,7
M565,154,185,864,67,45,915,2067,372,55,13419,65,55,57,687,19485,2,1,398,459,154,928,339,76,27,843,239,2138,6.0,22,262,2,689,504,1506,408,0,37,13,688,M565,308,501,11,1,63,426,12404,92,0.0,21983,152
M570,161,390,670,734,1003,219,5469,386,81,9749,65,1101,111,643,20251,2,17,64,410,161,368,172,88,588,1831,292,2370,4198.0,20,265,2,76,124,944,1122,0,57,128,76,M570,308,540,229,6,146,467,6555,68,1.0,22231,125
M575,193,1067,732,783,273,247,1181,385,81,8042,65,491,563,709,15296,2,1,96,219,193,524,281,87,286,2108,369,3040,6.0,184,265,135,155,121,301,192,0,41,42,155,M575,308,1166,312,182,608,466,6149,197,1.0,17430,77
M580,105,376,786,644,180,158,8896,386,83,8612,65,502,853,50,23066,2,1,5,315,105,417,217,89,87,2159,259,2508,8374.0,212,264,163,158,150,390,354,0,196,404,158,M580,308,609,90,730,134,469,7155,44,1.0,25097,195
M586,112,408,845,2672,841,158,15295,392,88,15182,65,567,1957,50,42778,2,1,13,6,112,426,303,91,249,5156,386,6189,15081.0,21,267,2,40,934,3182,798,0,807,208,40,M586,308,37,719,10,289,481,12755,57,1.0,44829,169
M600,99,307,846,850,130,245,1271,384,77,7619,74,506,692,582,13568,2,53,2,437,99,409,268,87,203,1873,293,1860,6.0,97,264,68,116,76,157,189,0,279,337,116,M600,308,758,74,5,89,461,6406,75,1.0,15584,196
M605,93,520,694,65,1125,761,1632,372,58,8636,65,212,254,665,16163,2,1,2,200,93,271,155,77,368,2888,249,2219,6.0,22,261,2,22,360,1212,215,0,170,458,22,M605,308,860,70,3,79,430,7657,89,0.0,18009,167
M615,163,841,768,815,132,306,1096,386,80,10752,65,606,643,590,18156,2,1,6,195,163,589,165,88,396,3101,306,2276,6.0,15,265,2,283,163,506,972,0,671,651,282,M615,308,705,414,7,243,466,8055,285,1.0,20355,230
M620,111,429,936,1167,259,421,1880,393,93,9105,156,496,785,889,17950,2,1,7,564,111,492,264,94,239,3298,391,2620,6.0,40,266,2,101,270,281,322,1,395,1159,100,M620,308,893,542,165,113,487,7398,60,1.0,20073,208
M625,107,479,914,920,309,512,1279,389,85,9929,82,503,937,567,17317,2,59,3,195,107,446,294,90,663,3108,304,1980,6.0,103,265,121,142,106,169,426,0,425,793,142,M625,308,680,210,89,122,474,7850,50,1.0,19382,230
M630,108,290,945,762,53,158,702,372,61,7372,127,39,525,50,12495,2,64,5,489,108,307,266,78,243,1682,196,1686,6.0,112,260,2,111,122,187,101,0,297,331,111,M630,308,644,5,6,87,433,6703,161,0.0,14380,244
M655,114,505,993,591,459,350,1168,386,82,7993,154,48,779,665,14153,2,1,4,147,114,218,213,88,73,2393,194,1491,6.0,200,264,150,24,135,361,188,0,65,449,23,M655,308,451,38,9,80,467,7223,68,1.0,15983,318
M896,116,195,1127,593,30,156,8886,374,68,7963,65,197,401,47,22783,2,292,28,314,116,375,366,79,163,2584,340,2106,8368.0,52,261,2,35,246,749,519,0,69,1350,35,M896,308,630,19,11,125,442,6882,102,0.0,24744,387
M009,89,78,1432,367,193,255,534,371,65,7788,65,439,275,49,14318,3,1,115,229,89,336,314,76,85,3051,304,1424,0.0,27,261,2,33,135,393,233,0,540,1831,32,M009,308,485,126,75,104,436,6705,55,0.0,16234,745
M054,118,192,1108,65,85,316,1378,371,60,7717,65,97,334,762,13071,3,1,224,300,118,345,392,76,58,1798,319,952,0.0,164,261,2,27,112,290,116,4,234,841,22,M054,308,336,51,184,77,431,6913,92,0.0,14991,343
M075,115,120,1555,567,127,393,1355,373,70,9856,65,119,251,708,16850,3,1,115,253,115,339,770,78,69,2175,316,1794,0.0,219,262,2,23,119,372,182,0,651,908,23,M075,308,742,179,8,104,443,8891,80,0.0,18776,412
M076,117,321,1997,701,179,238,1341,384,79,8989,65,557,206,848,17185,3,185,613,255,117,380,980,85,398,3084,347,1657,0.0,20,265,2,33,145,422,558,0,391,1657,32,M076,308,401,53,6,127,462,6708,80,1.0,19172,644
M084,105,105,1747,724,203,378,1296,380,77,9451,65,416,322,651,17432,3,1,439,267,105,338,668,83,109,2964,307,1870,0.0,21,264,2,31,185,450,187,0,687,1460,31,M084,308,476,42,129,91,457,8166,69,1.0,19371,705
M087,125,88,802,415,27,310,1008,371,66,8642,65,133,187,541,14363,3,1,105,157,125,360,200,77,87,2805,337,981,0.0,21,261,2,23,80,226,353,0,425,1997,22,M087,308,249,164,10,82,437,7695,81,0.0,16305,229
M145,142,529,2376,848,448,485,1533,386,88,12799,65,535,348,772,24406,3,1,689,276,142,450,708,87,139,5099,374,2458,0.0,15,265,2,76,207,499,1025,0,1152,2415,76,M145,308,997,242,9,105,475,10089,61,1.0,26475,1294
M149,118,344,2721,984,847,231,698,389,88,11517,65,520,473,172,21543,3,1,789,295,118,371,1087,89,85,4521,312,1968,0.0,511,266,2,59,263,522,287,0,986,1607,59,M149,308,351,47,11,100,477,9209,66,1.0,23535,1261
M163,109,126,1452,315,157,333,1263,372,68,9225,65,53,471,661,16347,3,132,101,268,109,335,567,77,62,3018,312,1281,0.0,22,261,2,23,124,363,171,0,486,1522,23,M163,308,511,53,8,83,440,8705,56,0.0,18267,512
M165,112,117,1738,358,123,204,918,385,82,10078,66,553,291,548,16582,3,101,399,166,112,357,670,86,229,2170,306,1564,0.0,22,265,2,51,99,269,268,0,353,1086,51,M165,308,700,112,131,107,467,8311,182,1.0,18550,695
M166,121,98,1490,320,106,352,1314,371,65,7593,65,47,113,724,15082,3,1,166,238,121,345,409,76,24,3131,294,1432,0.0,21,261,2,51,139,376,111,0,543,2131,51,M166,308,231,30,6,499,436,7131,61,0.0,17008,708
M180,92,273,1355,859,359,248,1233,382,75,9249,65,173,606,736,16141,3,1,470,249,92,323,934,84,103,2520,289,1691,0.0,19,265,2,34,136,379,1084,0,365,780,34,M180,308,363,24,4,87,457,7318,56,1.0,18065,47
M185,110,119,2005,792,208,444,2352,384,83,13687,65,122,379,1526,23648,3,1,825,382,110,376,775,85,436,3003,325,2491,0.0,20,265,2,52,335,881,1146,0,619,1342,51,M185,308,711,93,6,101,467,10989,54,1.0,25635,856
M191,125,151,1548,709,37,739,1884,382,77,9980,171,216,461,920,18149,3,1,630,226,125,295,612,84,150,2782,267,1831,0.0,15,264,2,28,171,414,721,0,531,1430,28,M191,308,545,215,54,109,459,7966,64,1.0,20048,456
M199,144,115,958,266,28,262,1166,371,66,7307,69,78,206,574,14968,3,1,2,330,144,378,192,77,93,4260,337,1133,0.0,169,261,2,41,105,277,122,0,441,3363,41,M199,308,387,18,125,78,437,6767,56,0.0,16928,388
M208,76,236,2372,880,985,159,416,391,97,13614,65,167,311,49,23675,3,1,241,208,76,375,1082,91,218,4372,346,2825,0.0,22,267,2,29,384,1030,1931,0,87,2368,29,M208,308,712,934,12,191,489,10020,78,1.0,25683,916
M241,177,862,1998,1584,1421,1026,1979,397,98,17534,65,1313,1238,675,37813,3,1,3098,278,177,312,865,94,607,10973,289,5152,0.0,24,269,2,23,691,1970,808,0,3181,3579,23,M241,308,1354,691,9,235,495,10864,127,1.0,39765,760
M242,100,159,2541,65,377,333,1520,382,81,11950,65,112,254,862,20080,3,286,562,325,100,335,906,84,207,2557,292,1414,0.0,19,264,2,42,177,694,1440,0,71,1232,42,M242,308,524,244,8,123,463,9293,69,1.0,22023,1262
M243,101,139,626,65,346,255,534,369,56,8834,65,48,297,49,13596,3,1,2,229,101,351,162,75,58,1751,329,1750,0.0,21,261,2,22,283,1042,108,0,52,635,22,M243,308,560,27,2,81,426,8496,72,0.0,15517,90
M245,102,62,898,65,152,455,1289,371,61,6874,65,43,422,627,12015,3,1,2,207,102,377,302,77,102,1898,340,953,0.0,21,261,2,36,198,543,104,0,466,597,36,M245,308,230,36,7,108,432,6514,49,0.0,13968,223
M247,135,770,1109,867,88,378,1296,390,90,9478,65,316,458,651,17092,3,1,3,267,135,382,487,90,698,2445,360,2629,0.0,26,266,2,23,367,1057,369,0,76,686,22,M247,308,537,108,9,158,480,7712,243,1.0,19099,250
M250,135,217,1421,65,29,393,1355,388,87,12837,65,113,760,708,21832,3,1,4,253,135,387,779,89,383,4324,364,1761,0.0,21,266,2,23,464,1296,1392,0,84,2769,23,M250,308,266,22,11,122,475,10808,92,1.0,23839,269
M256,113,317,2153,1004,233,193,978,391,92,10128,65,563,536,544,20927,3,492,4,241,113,363,568,91,101,3933,314,3622,0.0,22,266,2,49,394,1224,416,0,85,1875,49,M256,308,571,86,685,138,482,8815,119,1.0,22917,1212
M258,176,504,1722,801,271,193,978,388,88,10529,65,140,446,544,19288,3,4,268,241,176,379,531,89,742,3966,346,1919,0.0,50,265,2,33,449,938,297,0,87,2204,32,M258,308,38,43,17,125,476,8890,96,1.0,21288,817
M283,100,359,890,885,451,235,1437,382,74,7484,65,606,649,602,14322,3,1,135,594,100,220,279,85,51,2136,192,2276,6.0,21,263,2,28,144,575,781,0,61,471,28,M283,308,343,71,282,191,455,5662,155,1.0,16142,237
M299,112,375,1013,1291,394,235,1437,385,81,7099,65,53,912,602,15969,3,1,3,594,112,358,370,87,137,2410,302,3898,6.0,21,264,2,56,180,571,258,0,74,474,56,M299,308,1741,77,106,189,466,6481,66,1.0,17938,270
M307,124,412,914,545,1495,235,1437,385,81,8118,65,671,657,602,15728,3,1,4,594,124,409,294,87,233,3304,382,1831,6.0,291,264,2,26,221,616,259,0,73,446,26,M307,308,558,169,8,105,466,6427,63,1.0,17747,246
M333,144,104,1165,561,28,193,978,372,63,7388,65,53,211,544,15908,3,1,3,241,144,355,276,77,138,4735,245,1498,0.0,21,261,2,110,99,332,385,0,535,3757,109,M333,308,485,23,8,113,435,6707,55,0.0,17842,516
M334,100,186,1592,616,29,455,1289,368,54,6328,65,157,229,627,12290,3,1,3,207,100,303,300,74,177,969,274,2013,0.0,224,260,2,29,143,376,131,0,47,335,28,M334,308,519,58,1,501,422,5487,88,0.0,14160,919
M402,118,248,793,593,505,1828,3161,388,84,11041,65,372,793,894,20059,3,1,4,434,118,420,242,89,230,2723,388,2223,6.0,19,265,2,32,413,782,315,0,77,686,32,M402,308,753,42,12,82,472,9982,74,1.0,22096,178
M403,107,225,767,496,258,1828,3161,384,79,8989,65,323,372,894,16287,3,1,312,434,107,423,198,86,204,1583,400,1681,6.0,19,264,2,23,167,623,276,0,74,487,23,M403,308,426,70,8,128,463,7703,79,1.0,18317,195
M404,99,331,655,532,506,1828,3161,373,60,9028,65,157,520,894,18311,3,1,1,434,99,405,125,78,276,1864,383,3504,6.0,17,261,2,22,358,1104,492,0,59,89,22,M404,308,1648,39,4,215,433,7971,72,0.0,20294,156
M415,121,396,1351,1366,1336,472,1989,387,83,10108,65,537,323,934,19737,3,1,115,577,121,233,562,89,109,3699,204,2469,6.0,301,265,210,29,144,426,152,0,330,1168,29,M415,308,571,67,9,97,470,8542,76,1.0,21585,416
M417,170,277,680,768,28,1828,3161,374,64,8180,65,52,369,894,15879,3,1,4,434,170,313,162,79,167,1377,289,2312,6.0,17,261,2,24,312,992,239,0,69,321,23,M417,308,462,85,12,78,437,7551,62,0.0,17774,145
M421,121,680,1522,65,30,485,1533,375,69,10866,65,266,51,772,18930,3,1,298,276,121,543,714,80,230,2321,385,2568,0.0,20,262,2,158,624,1082,979,0,81,854,158,M421,308,1134,587,10,276,445,8414,70,0.0,21063,434
M452,106,99,2270,65,28,455,1289,373,69,9530,65,58,1133,627,18335,3,1,3,207,106,365,292,78,168,2638,343,2502,0.0,18,261,2,23,67,1593,249,0,71,1239,22,M452,308,737,8,8,100,442,8964,59,0.0,20286,1605
M470,133,420,1034,1216,1367,1830,3163,402,106,13449,285,654,1526,894,29401,3,1,379,434,133,468,298,98,68,7246,409,4375,6.0,15,270,2,59,293,767,186,1,1926,1713,59,M470,308,2177,315,5,211,508,11775,55,1.0,31521,142
M479,97,291,680,222,28,408,4425,370,56,6079,65,37,467,537,13556,3,1,5,240,97,367,123,76,70,1353,308,923,3240.0,49,260,2,60,90,229,81,0,51,425,60,M479,308,347,33,6,119,426,5744,57,0.0,15494,183
M485,90,336,748,755,35,299,1654,370,54,7214,108,75,363,707,12160,3,1,2,642,90,244,166,76,46,898,176,1555,6.0,71,260,42,68,54,113,78,0,47,63,67,M485,308,577,40,16,93,424,6773,86,0.0,13972,166
M492,155,439,952,417,535,235,1437,386,81,8794,65,53,456,602,15431,3,152,128,594,155,334,366,88,105,2633,308,1460,6.0,22,265,60,26,142,434,174,0,67,841,26,M492,308,455,82,6,147,467,8089,81,1.0,17376,213
M494,121,375,981,554,272,235,1437,387,82,7157,65,500,767,602,14565,3,1,3,594,121,251,364,89,242,3069,201,1800,6.0,21,264,54,50,136,414,87,0,820,699,50,M494,308,585,99,75,172,469,6064,88,1.0,16429,244
M505,109,697,844,1051,416,217,1606,387,84,10540,65,538,1227,947,18851,3,129,204,436,109,467,300,89,529,3368,322,2385,6.0,252,264,2,145,152,457,386,0,78,669,145,M505,308,560,133,222,95,471,8373,124,1.0,20934,171
M541,90,450,882,470,30,235,1437,371,56,6996,112,44,756,602,12939,3,1,8,594,90,301,227,77,74,1870,276,1665,6.0,21,261,71,26,210,523,447,0,163,260,26,M541,308,408,56,97,167,427,6199,74,0.0,14812,234
M859,85,80,882,65,28,172,5123,369,55,10006,65,149,129,57,19009,3,1,93,5,85,312,31,75,374,425,290,2489,4888.0,15,261,2,23,9,1483,391,0,49,129,22,M859,308,844,26,1,96,424,8827,128,0.0,20890,478
M860,118,269,913,884,173,472,1988,385,81,8033,65,583,823,934,16294,3,1,4,577,118,319,205,88,142,2835,296,2406,6.0,20,264,2,23,354,553,453,0,222,994,23,M860,308,844,120,11,114,467,6628,80,1.0,18224,334
M862,108,164,797,1023,38,204,918,372,62,7306,65,90,449,548,12680,3,1,190,166,108,347,203,77,117,1452,324,2099,0.0,21,261,2,23,259,681,161,0,66,475,22,M862,308,277,30,8,110,434,6636,58,0.0,14606,221
M007,94,201,1359,446,120,379,1646,386,82,9374,65,522,321,788,16430,4,1,587,480,94,736,740,87,69,2151,294,1805,0.0,21,265,2,442,184,530,557,0,542,782,442,M007,308,752,33,6,72,467,7519,63,1.0,18777,246
M012,103,264,1511,493,333,312,1481,368,54,5843,65,182,320,766,11888,4,1,1,403,103,255,643,74,140,1370,226,1579,0.0,22,260,2,29,139,468,167,0,48,266,29,M012,308,548,43,1,70,422,5190,95,0.0,13710,495
M013,128,240,1571,765,832,349,1381,392,94,12246,65,970,600,722,24654,4,429,505,310,128,422,450,91,118,5738,349,3589,0.0,15,267,2,74,347,940,1863,0,1456,1836,73,M013,308,1320,145,470,93,485,8578,50,1.0,26706,748
M037,135,359,2474,739,59,217,510,387,87,11216,65,177,514,67,19512,4,1,588,226,135,487,589,87,357,3005,315,2173,0.0,15,266,2,172,302,855,258,0,75,1696,171,M037,308,342,16,65,172,474,9735,68,1.0,21618,1511
M038,113,240,1711,646,190,432,1490,389,94,11964,65,146,548,799,21410,4,308,662,259,113,338,775,89,55,3819,306,2313,0.0,446,266,2,32,340,811,641,0,736,1456,32,M038,308,768,29,12,76,483,9913,70,1.0,23376,563
M045,121,344,1039,781,573,270,1405,395,100,12888,65,914,1101,856,23420,4,408,402,279,121,425,207,94,147,5390,353,2577,0.0,100,268,2,72,557,845,1507,0,786,1620,72,M045,308,844,128,13,94,496,9654,33,1.0,25486,459
M050,144,198,2369,1139,230,496,2661,394,98,11944,65,844,960,1368,25325,4,1,817,797,144,307,835,93,215,5466,279,2740,0.0,410,267,2,27,242,670,332,0,1087,2747,27,M050,308,718,81,14,200,492,9184,58,1.0,27268,1162
M057,107,282,1626,724,283,344,1247,388,87,9300,65,214,436,630,16290,4,1,573,272,107,418,718,89,266,2618,293,1394,0.0,188,266,2,126,119,311,305,0,455,1042,125,M057,308,261,15,10,88,475,7642,94,1.0,18328,534
M072,118,182,1948,377,135,227,1246,390,94,11164,65,77,504,792,18875,4,1,793,227,118,516,654,90,137,2970,310,1430,0.0,23,266,2,206,150,388,548,0,686,1312,206,M072,308,568,12,9,88,484,9516,56,1.0,21020,921
M083,105,150,1599,446,284,571,1495,384,82,9041,65,320,362,677,15892,4,1,438,247,105,316,933,85,59,2505,290,1147,0.0,29,265,2,25,201,493,431,0,568,939,25,M083,308,136,36,5,68,465,7665,61,1.0,17817,293
M096,104,213,1969,356,231,383,1594,389,88,10963,65,520,421,878,18433,4,156,862,333,104,316,683,89,81,2711,291,1091,0.0,23,266,2,25,132,404,276,0,615,943,25,M096,308,255,274,9,68,476,8863,64,1.0,20370,913
M102,138,174,2416,647,126,211,1704,393,99,14123,65,84,574,1018,25786,4,1,592,475,138,363,919,92,54,5196,309,2209,0.0,21,267,2,54,397,730,851,0,836,3087,53,M102,308,746,27,12,74,491,12439,52,1.0,27785,1123
M108,99,183,1525,382,28,355,1117,387,85,9195,65,112,277,558,15267,4,1,680,204,99,403,661,88,198,2193,285,1138,0.0,213,265,2,117,127,299,878,0,558,1021,117,M108,308,363,219,9,85,472,6808,85,1.0,17286,490
M112,171,152,3377,555,26,440,2543,391,94,11702,65,197,545,1628,34667,4,1,808,474,171,568,889,90,161,14702,328,2173,0.0,21,268,2,240,342,669,1218,0,1037,12600,239,M112,308,851,206,12,84,485,9033,55,1.0,36865,2114
M146,116,231,3846,731,364,256,1529,395,107,13335,65,590,650,896,29226,4,1,666,377,116,409,892,94,112,8624,356,1777,0.0,249,267,2,53,157,455,388,0,1656,5565,53,M146,308,494,76,21,75,502,11169,83,1.0,31281,2581
M155,133,269,1496,497,513,410,1782,390,96,11424,65,513,430,960,21886,4,1,447,411,133,382,775,90,47,5280,302,1771,0.0,373,267,2,81,161,623,146,0,1080,2826,80,M155,308,573,52,9,69,486,9788,56,1.0,23899,347
M171,120,67,1288,562,195,290,1031,385,80,8717,65,87,272,559,14349,4,1,182,182,120,253,767,86,77,1892,227,1301,0.0,21,265,2,26,123,350,385,0,532,702,25,M171,308,311,105,6,71,465,7804,53,1.0,16211,148
M182,100,114,1236,534,337,571,1495,388,89,9374,65,50,399,677,16338,4,1,131,247,100,314,807,88,124,2361,288,1772,0.0,23,266,2,26,409,597,735,0,56,1046,26,M182,308,182,45,376,82,477,8209,56,1.0,18274,56
M206,128,451,3180,517,167,239,531,394,101,9438,65,884,653,67,28691,4,1,319,226,128,381,873,93,734,13293,338,2121,0.0,20,268,2,43,220,605,1181,0,868,10933,43,M206,308,703,34,16,280,495,6223,40,1.0,30712,1934
M224,96,65,939,710,25,342,1305,371,59,8336,65,43,708,740,14039,4,1,223,224,96,247,350,76,218,1272,219,2091,0.0,108,261,2,28,339,918,183,3,59,75,25,M224,308,396,173,4,64,430,7261,124,0.0,15861,216
M372,183,1431,2809,65,274,312,1481,395,101,12244,65,155,603,766,24847,4,225,8,403,183,354,701,94,491,5820,309,2311,0.0,23,268,2,45,291,879,2146,0,93,2904,44,M372,308,1245,130,19,103,496,9142,146,1.0,26842,1735
M375,112,362,2372,506,247,364,1176,386,89,10654,65,90,355,574,19814,4,1,703,237,112,371,971,87,185,3830,344,1671,0.0,579,265,2,28,266,738,498,0,726,1873,27,M375,308,348,74,11,69,475,8455,68,1.0,21805,1028
M377,126,429,1414,426,1122,342,1305,390,93,10903,65,116,809,740,19749,4,1,186,224,126,282,465,91,755,4049,256,1951,0.0,120,266,2,26,253,1075,196,0,93,1343,26,M377,308,284,125,83,83,483,9306,96,1.0,21659,576
M381,157,424,1899,65,29,312,1481,394,96,14829,65,540,1326,766,25460,4,1,143,403,157,336,828,93,168,4896,302,2198,0.0,21,267,2,35,374,1216,1806,0,388,2354,35,M381,308,736,203,13,168,489,11840,106,1.0,27430,697
M406,140,682,1804,65,643,379,1646,388,89,9089,65,242,55,788,17943,4,1,284,480,140,403,753,89,287,2762,346,2501,0.0,20,266,2,57,41,1228,335,0,117,1223,56,M406,308,1124,43,11,73,477,7842,33,1.0,19968,678
M409,127,289,932,598,26,271,1416,390,88,10448,65,55,826,859,17213,4,241,191,280,127,358,339,91,133,2093,282,2197,6.0,22,265,2,76,189,623,578,0,80,440,75,M409,308,877,23,11,88,478,9347,96,1.0,19193,220
M435,95,171,784,782,78,450,1144,383,75,6310,123,37,431,547,11200,4,52,3,142,95,301,183,86,68,1234,215,1633,6.0,97,264,135,87,56,161,186,0,154,292,86,M435,308,598,5,3,88,458,5683,97,1.0,13104,169
M495,98,347,648,719,137,429,1639,387,81,9894,65,533,516,941,16179,4,1,4,263,98,355,137,88,207,1973,330,1928,6.0,22,265,2,25,198,669,240,0,64,711,25,M495,308,449,103,6,84,468,8717,66,1.0,18147,138
M497,109,131,1886,65,346,349,1381,373,67,10537,65,130,209,722,18153,4,1,358,310,109,300,444,77,54,2432,276,1809,0.0,21,262,2,25,314,1381,342,0,68,1363,25,M497,308,269,17,7,87,440,9536,77,0.0,20038,1069
M555,119,431,649,751,322,351,1391,384,77,7821,65,53,961,724,14582,4,1,408,311,119,324,115,86,45,2768,291,1833,6.0,21,264,2,33,192,529,144,0,419,443,33,M555,308,412,5,7,135,461,7051,92,1.0,16512,161
M610,94,362,755,784,25,206,3837,383,74,7353,65,71,259,726,14946,4,1,28,298,94,283,290,85,193,1044,258,1863,2607.0,270,264,2,25,143,549,384,0,55,199,25,M610,308,456,42,3,70,457,6245,118,1.0,16831,92
M635,128,578,541,1832,385,343,1315,391,90,8566,65,519,525,743,17441,4,157,4,224,128,439,68,92,790,2882,391,4008,6.0,25,265,2,48,393,1256,398,1,212,632,47,M635,308,797,83,11,111,481,6646,99,1.0,19505,101
