DBN,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation,Name,schoolyear,fl_percent,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,poverty_level,elementary_school,middle_school,high_school
X058,2,235,111,4043,775,329,245,1488,376,94,34,11714,83,477,562,776,24057,9,155.0,389,467,235,277,842,77,169,4226,263,2351,0.0,292,265,2,14,178,457,934,1,391,2499,11,X058,307,1014,54,15,91,470,9322,75,1.0,26142,2811,PS 058,2011,,90.1,465.0,27.5,29.5,0.0,28.0,70.3,1.5,57.2,42.8,71.829105474,1,0,0
X063,2,213,206,1799,589,194,588,1761,371,85,34,9910,83,242,672,756,17972,9,0.0,302,417,213,290,606,73,430,2406,268,1884,0.0,9,264,2,22,106,346,570,0,527,700,20,X063,307,812,28,11,126,457,8062,265,1.0,20058,804,PS 063 AUTHOR'S ACADEMY,2011,,96.1,597.0,20.8,20.8,0.3,41.7,57.3,0.5,46.2,53.8,91.7222963952,1,0,0
X064,2,247,142,2167,659,233,348,1270,374,88,34,10889,83,473,355,612,18836,9,0.0,240,310,247,345,1087,74,217,2385,318,1879,0.0,136,266,2,27,132,273,1282,1,418,1106,24,X064,307,613,54,173,160,462,8267,217,1.0,20981,690,PS 064 PURA BELPRE,2011,,99.2,828.0,48.2,18.5,0.6,15.0,83.6,0.5,51.7,48.3,98.3978638184,1,0,0
X070,2,193,228,1381,472,116,485,1283,370,82,34,9197,83,439,437,467,15171,9,0.0,509,331,193,315,642,71,242,1658,300,1459,0.0,100,265,2,15,69,160,802,1,285,523,12,X070,307,649,76,92,85,452,6946,82,1.0,17277,350,PS 070 MAX SCHOENFELD,2011,,96.6,1360.0,29.8,9.9,2.0,21.6,74.0,0.1,50.4,49.6,92.7903871829,1,0,0
X073,2,219,142,1958,603,24,363,1519,371,83,34,9839,83,443,368,635,17240,9,0.0,342,521,219,425,777,72,391,1726,304,1978,0.0,138,265,2,120,146,251,855,1,390,656,118,X073,359,728,68,263,132,454,7479,121,1.0,19458,740,PS 073 BRONX,2011,,97.5,898.0,20.8,13.3,0.1,31.4,65.6,2.8,48.3,51.7,95.393858478,1,0,0
X088,2,253,322,2004,676,24,245,927,372,86,34,12324,83,270,193,421,19573,9,0.0,227,261,253,617,714,72,452,1857,249,2208,0.0,548,265,2,368,266,783,1376,1,29,1024,365,X088,441,548,24,97,104,458,9351,74,1.0,21987,767,PS 088 S. SILVERSTEIN LITTLE S,2011,,97.5,256.0,32.4,12.5,0.4,38.7,60.2,0.8,57.0,43.0,95.393858478,1,0,0
X090,2,667,577,1295,1083,261,493,1354,379,96,35,10179,83,471,623,522,22106,9,428.0,1,338,667,547,760,75,273,4059,252,4551,0.0,19,269,2,295,490,1142,821,0,1252,429,293,X090,307,2148,5,3,175,475,8297,291,1.0,24466,146,PS 090 GEORGE MEANY,2011,,83.2,174.0,39.1,2.9,5.7,33.9,59.8,0.6,44.8,55.2,50.867823765,1,0,0
X109,3,200,199,1728,449,25,343,1438,371,84,34,8699,83,266,195,677,15591,9,0.0,587,418,200,283,699,72,227,1865,252,1662,0.0,161,264,2,31,119,265,399,1,389,936,28,X109,307,829,81,10,109,454,6781,194,1.0,17666,640,PS 109 SEDGWICK,2011,,98.7,781.0,26.8,15.6,0.4,24.7,73.8,1.2,51.9,48.1,97.7970627503,1,0,0
X110,2,211,226,2717,850,111,264,1178,373,86,34,10199,83,146,608,602,20881,9,168.0,699,311,211,482,762,74,124,4400,266,2176,0.0,13,264,2,216,159,480,660,1,545,2583,213,X110,383,667,48,12,168,459,8400,106,1.0,23161,1490,PS 110 THEODORE SCHOENFELD,2011,,100.0,452.0,9.5,23.2,0.4,51.1,47.8,0.4,48.2,51.8,100.0,1,0,0
X114,2,172,304,2070,417,253,381,1183,372,86,34,10418,83,650,325,499,17577,9,0.0,215,302,172,277,640,73,394,2033,253,1701,0.0,140,265,2,24,198,253,788,1,47,905,21,X114,326,859,69,11,161,458,7677,484,1.0,19650,1022,PS 114 LUIS LLORENS TORRES CHL,2011,,95.6,866.0,38.1,15.2,2.8,17.8,77.8,0.7,53.6,46.4,89.3858477971,1,0,0
X117,3,197,249,1705,511,277,294,1651,373,83,34,10416,83,425,370,872,18639,9,101.0,332,486,197,245,749,74,103,2257,226,2413,0.0,10,265,2,19,97,279,1288,1,362,802,14,X117,307,653,157,608,362,456,7953,147,1.0,20679,566,I.S.117 JOSEPH H WADE,2011,,91.9,772.0,34.5,21.0,1.8,21.0,76.6,0.4,52.3,47.7,77.1028037383,0,1,0
X126,2,201,198,1969,724,200,345,1618,371,84,34,9321,83,217,692,795,17766,9,100.0,221,479,201,456,777,72,525,2615,259,2042,0.0,148,265,2,198,100,301,1217,0,296,1029,195,X126,307,898,40,29,90,455,6867,83,1.0,20017,803,PS 126 DR MARJORIE H DUNBAR,2011,,96.7,741.0,24.8,14.3,0.1,26.9,72.6,0.3,50.1,49.9,93.1909212283,1,0,0
X128,2,83,263,1293,529,156,359,1122,369,76,34,7351,83,157,813,538,13713,9,0.0,176,226,83,244,484,71,225,1701,227,2162,0.0,33,264,2,16,218,655,1099,1,28,224,13,X128,307,401,69,280,298,445,5524,65,1.0,15740,420,MOTT HALL III,2011,,90.4,333.0,6.6,11.4,1.5,32.1,65.2,0.6,43.8,56.2,72.6301735648,0,1,0
X132,2,231,187,3166,942,31,216,1615,374,90,34,12167,83,507,784,867,25421,9,0.0,150,532,231,338,741,75,280,5569,258,2673,0.0,10,264,2,79,146,368,1078,1,877,3545,76,X132,307,953,60,314,95,464,9845,235,1.0,27562,2036,PS 132 GARRET A MORGAN,2011,,94.1,552.0,23.9,27.4,0.2,44.4,54.0,0.7,52.4,47.6,83.5113484646,1,0,0
X145,2,181,225,2636,424,225,320,1250,373,84,34,11174,83,511,446,574,20580,9,164.0,492,355,181,291,491,74,535,3308,250,2031,0.0,99,265,2,40,140,495,1165,1,686,1422,38,X145,307,682,146,335,95,457,8167,57,1.0,22667,1755,JHS 145 ARTURO TOSCANINNI,2011,,91.9,471.0,29.9,23.8,3.0,33.3,62.2,0.4,54.1,45.9,77.1028037383,0,1,0
X163,2,273,227,2011,590,93,363,1231,371,84,34,9171,83,151,382,569,16705,9,0.0,464,299,273,284,709,72,184,2320,257,1699,0.0,10,264,2,27,168,314,630,1,511,939,24,X163,307,509,7,8,279,455,7614,109,1.0,18782,913,PS 163 ARTHUR A SCHOMBURG,2011,,99.8,687.0,36.4,14.4,0.7,30.3,67.4,0.4,47.0,53.0,99.4659546061,1,0,0
X166,2,519,413,1268,1016,1176,571,1519,385,103,35,13964,83,702,981,612,28973,9,0.0,2,336,519,269,673,80,156,7100,248,4603,0.0,19,270,2,20,407,1231,1482,1,1953,2169,18,X166,307,2246,137,9,101,488,11335,129,1.0,31069,206,JHS 166 ROBERTO CLEMENTE,2011,,92.3,169.0,27.8,16.0,3.6,26.6,67.5,0.0,57.4,42.6,78.7716955941,0,1,0
X170,2,233,464,1997,46,141,1166,3288,370,83,34,11344,83,229,33,1550,21387,9,0.0,467,571,233,244,687,72,332,2728,237,1798,0.0,10,264,2,7,644,899,1403,1,29,1417,4,X170,307,743,5,8,103,453,8832,63,1.0,23423,921,PS 170,2011,,89.3,232.0,28.0,13.4,2.2,24.1,72.0,0.4,50.0,50.0,69.1588785047,1,0,0
X199,2,241,293,1885,682,82,293,1438,371,84,34,8962,83,161,171,779,16450,9,0.0,503,366,241,265,650,72,150,1901,236,2023,0.0,151,264,2,30,116,294,571,1,261,978,27,X199,374,545,17,150,353,454,7264,144,1.0,18508,779,P.S. 199X THE SHAKESPEARE SCHOOL,2011,,99.9,741.0,27.8,13.1,0.1,36.4,63.2,0.1,54.5,45.5,99.5327102804,1,0,0
X204,2,141,142,1872,422,245,211,789,369,81,34,9428,83,251,241,575,15699,9,0.0,368,3,141,245,784,71,577,1838,238,1631,0.0,285,263,2,7,205,542,810,1,32,972,4,X204,307,575,11,9,84,450,7050,74,1.0,17734,698,PS 204 MORRIS HEIGHTS,2011,,96.2,403.0,14.6,15.9,0.0,34.7,64.5,0.7,48.6,51.4,92.3230974633,1,0,0
X215,2,111,272,1486,391,130,216,975,369,75,34,8431,83,311,542,498,14245,9,0.0,146,261,111,217,521,70,330,1410,210,1832,0.0,10,264,2,7,47,502,365,1,18,400,4,X215,307,593,95,245,101,444,7113,59,1.0,16244,575,KAPPA,2011,,91.3,427.0,13.3,7.3,6.3,43.3,49.2,0.2,42.9,57.1,75.5006675567,0,1,0
X218,2,157,181,2217,603,168,371,1424,372,79,34,8621,83,235,304,795,16244,9,0.0,74,257,157,302,932,72,165,2015,293,1810,0.0,139,266,2,10,84,281,868,1,242,1035,7,X218,307,644,62,162,120,451,6909,168,1.0,18336,895,P/IS 218 R HERNANDEZ DUAL LANG,2011,,92.5,814.0,36.9,13.1,3.8,8.4,87.6,0.2,47.2,52.8,79.1054739653,1,1,0
X219,2,194,102,1402,1203,944,216,975,376,87,34,10475,83,480,675,498,19469,9,282.0,342,261,194,261,588,76,259,3918,243,2506,0.0,263,266,2,18,196,476,677,1,646,1073,15,X219,307,444,126,278,104,463,8264,60,1.0,21531,425,IS 219 NEW VENTURE SCHOOL,2011,,96.8,442.0,16.5,26.2,0.2,45.5,53.6,0.5,57.5,42.5,93.5914552737,0,1,0
X227,2,221,587,939,765,964,292,1374,374,83,34,10089,83,459,381,665,17706,9,0.0,37,415,221,401,365,75,519,2394,343,2688,1.0,124,264,2,58,185,595,540,1,41,237,55,X227,307,720,77,12,595,456,8198,134,1.0,19902,185,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2011,,88.9,360.0,26.7,19.2,1.1,27.8,69.2,1.1,50.6,49.4,68.0240320427,0,0,1
X229,2,290,1639,2724,1458,352,511,2313,379,94,35,18135,83,912,1659,1200,36840,9,0.0,430,602,290,624,533,78,440,7873,317,5505,0.0,552,267,2,307,307,912,495,1,1358,2559,304,X229,307,1469,167,1050,617,474,15077,60,1.0,39276,1802,I S 229 ROLAND PATTERSON,2011,,96.7,232.0,20.7,27.6,0.0,47.4,52.6,0.0,49.1,50.9,93.1909212283,0,1,0
X230,2,306,157,2362,696,162,511,2219,372,86,34,11059,83,456,226,1106,19854,9,0.0,130,602,306,434,909,73,205,1866,252,2042,0.0,240,265,2,182,186,419,995,1,36,1099,179,X230,410,709,149,9,210,459,8670,211,1.0,22085,961,PS 230 DR ROLAND N PATTERSON,2011,,97.6,470.0,21.7,17.4,0.0,45.7,52.1,0.2,48.1,51.9,95.6608811749,1,0,0
X231,2,75,153,1098,451,447,179,614,371,77,34,7579,83,140,305,430,13242,9,0.0,2,3,75,311,505,73,60,1569,296,2307,1.0,230,263,2,15,138,456,152,1,40,485,12,X231,307,1234,97,10,155,448,6831,65,1.0,15340,204,EAGLE ACADEMY FOR YOUNG MEN,2011,,71.1,454.0,5.3,22.2,0.9,63.7,32.2,0.9,100.0,0.0,26.3684913218,0,0,1
X232,2,172,525,1295,1187,318,307,1340,373,83,34,9376,83,615,904,657,18420,9,0.0,145,376,172,467,546,74,565,3479,234,2758,0.0,92,265,2,233,152,529,560,1,369,1211,230,X232,307,707,131,227,108,456,7208,58,1.0,20683,360,IS 232,2011,,100.0,431.0,42.5,20.2,0.2,22.3,77.3,0.2,52.4,47.6,100.0,0,1,0
X236,2,294,195,3905,456,171,846,2381,373,88,34,12754,83,258,336,1117,25624,9,0.0,661,418,294,302,720,74,401,4621,270,1668,0.0,321,264,2,32,202,559,484,1,49,3667,29,X236,307,551,19,13,89,461,10544,64,1.0,27726,2796,PS 236 LANGSTON HUGHES,2011,,94.5,400.0,13.8,24.8,0.3,33.0,64.8,1.3,55.5,44.5,85.046728972,1,0,0
X239,2,81,288,1028,250,544,294,1376,373,82,34,9214,83,164,427,665,16391,9,0.0,98,415,81,401,362,76,143,2151,388,2540,1.0,76,263,2,14,349,799,730,1,57,485,11,X239,307,1321,39,15,155,455,7864,98,1.0,18586,277,THE URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZ,2011,,56.2,227.0,17.6,30.0,0.4,57.3,41.0,0.9,100.0,0.0,13.8851802403,0,0,1
X241,2,123,505,1287,825,121,344,1657,372,79,34,7726,83,167,393,472,14624,9,0.0,2,143,123,379,458,73,157,1863,363,1968,699.0,59,264,2,16,247,391,222,1,249,347,13,X241,307,389,78,10,354,451,6946,92,1.0,16792,440,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIEN,2011,,91.2,589.0,8.8,15.8,3.1,31.2,63.5,1.7,51.4,48.6,75.1001335113,0,1,1
X250,2,80,273,1044,1016,739,265,1010,371,77,34,6831,83,173,774,532,13944,9,0.0,3,211,80,526,456,73,603,2239,244,2740,1.0,10,263,2,283,223,628,817,1,103,127,280,X250,307,560,171,341,195,448,4989,64,1.0,16256,199,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE B,2011,,70.3,359.0,8.4,17.0,1.1,42.6,55.7,0.3,48.2,51.8,25.7676902537,0,0,1
X252,2,136,282,816,944,31,344,1689,369,74,34,6991,83,124,670,504,13161,9,0.0,2,143,136,296,235,72,62,1318,289,2210,699.0,97,263,2,7,204,631,832,1,30,101,4,X252,307,303,600,8,324,444,5155,116,1.0,15240,192,MOTT HALL BRONX HIGH SCHOOL,2011,,64.8,358.0,8.4,12.8,1.4,29.3,67.9,0.6,46.1,53.9,20.694259012,0,0,1
X260,2,127,423,1096,619,30,265,1010,370,75,34,7471,83,142,511,532,13482,9,0.0,2,211,127,260,454,72,52,1413,253,2365,1.0,10,264,2,7,309,534,509,1,48,91,4,X260,307,791,477,229,191,445,6043,235,1.0,15525,253,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2011,,80.9,423.0,2.8,11.3,6.6,23.4,69.0,0.9,44.2,55.8,44.4592790387,0,0,1
X263,2,80,306,903,844,761,344,1657,373,80,34,7347,104,147,819,472,14739,9,0.0,2,143,80,354,320,74,129,2419,331,2331,699.0,96,264,2,23,151,621,929,1,33,350,20,X263,307,503,78,57,305,452,5874,90,1.0,16884,172,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LE,2011,,88.5,370.0,12.2,15.1,1.1,35.9,61.6,0.5,35.9,64.1,66.08811749,0,0,1
X276,2,129,287,789,608,35,389,1928,373,80,34,8466,83,180,974,1082,15990,9,0.0,9,457,129,297,242,74,216,2231,290,2446,1.0,4,264,2,7,298,835,323,1,38,599,4,X276,307,840,39,10,153,453,7560,133,1.0,18079,157,LEADERSHIP INSTITUTE,2011,,81.9,262.0,18.3,18.7,1.1,33.2,63.4,1.5,52.3,47.7,47.997329773,0,0,1
X297,2,140,1270,1267,859,107,330,1385,373,81,34,9295,83,204,822,733,17783,9,0.0,8,321,140,281,559,75,173,3107,274,2589,1.0,5,264,2,7,363,526,415,1,66,480,4,X297,307,818,96,255,131,454,8292,99,1.0,19857,319,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2011,,84.0,431.0,23.4,22.5,0.2,29.2,69.4,0.5,51.0,49.0,53.5380507343,0,0,1
X303,2,112,376,982,578,288,307,1340,372,81,34,7870,83,161,400,657,14998,9,0.0,180,376,112,270,464,73,196,2314,262,2380,0.0,125,265,2,8,270,683,857,1,54,927,5,X303,307,542,54,91,485,452,6204,92,1.0,17058,128,IS 303 LEADERSHIP & COMM. SER,2011,,99.7,340.0,21.2,15.6,0.9,20.9,77.1,0.9,50.6,49.4,99.3324432577,0,1,0
X313,2,146,188,2159,756,155,304,1182,372,80,34,9408,83,842,574,564,18041,9,0.0,352,315,146,252,757,72,394,2552,244,2593,0.0,100,265,2,8,163,524,391,1,582,890,5,X313,307,869,154,218,225,452,7048,124,1.0,20083,1012,IS 313 SCHL OF LEADERSHIP DEV.,2011,,87.4,447.0,35.6,16.3,1.6,29.5,68.2,0.2,55.5,44.5,62.349799733,0,1,0
X323,2,121,388,1176,696,590,344,1208,370,77,34,8676,83,175,336,533,15161,9,146.0,111,331,121,396,367,71,209,1889,330,2092,0.0,4,264,2,66,152,400,584,1,29,249,63,X323,307,428,85,418,151,447,7414,91,1.0,17343,420,BRONX WRITING ACADEMY,2011,,89.7,508.0,29.1,12.6,0.8,32.1,66.5,0.2,46.5,53.5,70.694259012,0,1,0
X324,2,20,433,1339,812,24,571,1522,371,77,34,7021,83,323,685,613,14103,9,0.0,194,336,20,282,474,73,194,1645,258,2556,1.0,8,264,2,24,169,677,503,1,38,297,21,X324,307,550,7,255,261,448,5587,203,1.0,16171,475,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARN,2011,,83.4,377.0,11.4,17.0,2.9,31.3,64.7,0.8,50.1,49.9,51.4018691589,0,1,1
X325,2,165,464,1475,779,28,320,1245,370,78,34,11506,83,576,749,569,18753,9,0.0,273,355,165,329,483,71,300,2156,309,2206,0.0,90,264,2,20,302,496,489,1,31,582,17,X325,307,676,160,12,243,448,9536,79,1.0,20868,603,URBAN SCIENCE ACADEMY,2011,,75.8,424.0,39.4,14.2,0.9,30.0,68.2,0.2,55.0,45.0,32.4432576769,0,1,0
X327,2,91,488,1399,668,24,264,1153,369,77,34,7826,83,138,158,578,13882,9,0.0,298,311,91,276,552,72,304,1197,238,2215,0.0,9,263,2,38,214,578,231,1,57,257,35,X327,307,830,28,9,130,447,6760,57,1.0,15943,458,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,2011,,96.8,363.0,16.0,17.9,0.3,25.9,72.5,0.6,52.3,47.7,93.5914552737,0,1,0
X328,2,269,221,2078,1546,869,320,1245,372,83,34,13403,83,490,601,569,23701,9,0.0,505,355,269,247,489,74,1048,3083,239,3623,0.0,241,264,2,8,351,993,2103,1,44,996,5,X328,307,825,186,18,241,455,8769,59,1.0,25741,1199,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,2011,,69.9,209.0,17.7,22.5,0.0,37.8,60.3,0.5,55.5,44.5,25.300400534,0,1,0
X329,2,84,292,966,448,170,291,1373,372,80,34,7934,83,408,865,665,14875,9,0.0,3,415,84,348,377,74,141,2163,336,2354,1.0,97,264,2,12,238,633,444,1,37,561,9,X329,307,844,8,288,141,452,6764,69,1.0,17013,200,DREAMYARD PREPARATORY SCHOOL,2011,,84.7,348.0,22.7,16.7,0.9,26.4,71.6,0.0,42.8,57.2,54.9399198932,0,0,1
X339,2,165,196,2137,861,149,304,1182,373,84,34,10537,83,405,608,564,19669,9,97.0,619,315,165,453,594,74,348,3586,349,2062,0.0,94,264,2,104,127,275,1441,1,212,2198,102,X339,307,544,115,290,91,457,7442,72,1.0,21918,1153,IS 339 SCHOOL OF COMM. TECH.,2011,,90.2,797.0,31.7,23.6,1.1,32.5,65.0,0.5,56.0,44.0,72.1628838451,0,1,0
X365,2,107,709,877,417,24,307,1343,370,76,34,8855,83,216,266,658,14418,9,0.0,1,377,107,256,357,70,768,1223,249,2014,1.0,57,265,2,7,180,604,363,1,31,14,4,X365,307,803,95,40,150,445,7238,117,1.0,16458,131,ACADEMY FOR LANGUAGE AND TECHNOLOGY,2011,,98.7,364.0,86.8,1.1,0.0,0.5,99.5,0.0,50.8,49.2,97.7970627503,0,0,1
X403,2,138,606,1099,46,264,329,1385,367,73,34,8410,83,683,325,733,15345,9,0.0,5,321,138,417,567,69,352,2182,276,2132,1.0,9,264,2,141,183,576,659,1,553,251,138,X403,307,1332,54,3,175,440,6559,86,1.0,17541,142,BRONX INTERNATIONAL HIGH SCHOOL,2011,,89.8,400.0,87.0,2.0,0.0,22.5,72.5,5.0,49.5,50.5,71.0280373832,0,0,1
X404,2,143,494,1253,811,103,452,1507,374,83,34,7719,83,181,1013,733,17128,9,0.0,6,321,143,334,567,76,367,4169,324,2336,1.0,279,264,2,10,426,508,607,3,47,2086,5,X404,307,855,55,13,149,457,6137,86,1.0,19257,297,SCHOOL FOR EXCELLENCE,2011,,90.0,425.0,17.6,24.7,0.0,35.1,64.0,0.5,51.8,48.2,71.3618157543,0,0,1
X412,2,164,497,978,1088,684,291,1373,373,80,34,9304,83,411,831,665,18811,9,0.0,525,415,164,305,374,74,461,3827,267,3165,1.0,10,264,2,38,297,521,477,1,734,784,35,X412,307,1333,71,11,212,453,7256,91,1.0,20908,215,BRONX HIGH SCHOOL OF BUSINESS,2011,,81.5,439.0,20.7,21.4,1.8,36.2,60.4,0.9,56.9,43.1,46.9959946595,0,0,1
